id,nombre,unidad_medida_id,costo_base,activo,clase_sugerida,frecuencia_en_excel,unidad_referida,observaciones
189,HECHURA LUIS ANTONIO,10,250000.0,True,SERVICIO,1,PAR,derivado_de_excel; variantes=1; ejemplos=HECHURA LUIS ANTONIO:1
190,HECHURA TAPICERIA,,0.0,True,SERVICIO,1,,derivado_de_excel; variantes=1; ejemplos=HECHURA TAPICERIA:1
191,HECHURA TENDIDO,41,53250.0,True,SERVICIO,8,*5%,derivado_de_excel; variantes=1; ejemplos=HECHURA TENDIDO:8
192,HERRAJE DE CAMA,10,160000.0,True,INSUMO,1,PAR,derivado_de_excel; variantes=1; ejemplos=HERRAJE DE CAMA:1
193,HERRAJE PARA CAMA,10,160000.0,True,INSUMO,1,PAR,derivado_de_excel; variantes=1; ejemplos=HERRAJE PARA CAMA:1
194,HERRAJES DE CAMA,10,160000.0,True,INSUMO,31,PAR,derivado_de_excel; variantes=1; ejemplos=HERRAJES DE CAMA:31
195,HILO,5,25000.0,True,INSUMO,63,UNIDAD,derivado_de_excel; variantes=1; ejemplos=HILO:63
196,INDUPLAX,8,160000.0,True,INSUMO,20,Unidad,derivado_de_excel; variantes=1; ejemplos=INDUPLAX:20
197,INTERRUPTORES,2,2000.0,True,INSUMO,1,unidades,derivado_de_excel; variantes=1; ejemplos=INTERRUPTORES:1
198,JALADORES,5,26800.0,True,INSUMO,33,UNIDAD,derivado_de_excel; variantes=1; ejemplos=JALADORES:33
199,kerosen,20,18000.0,True,INSUMO,51,litro,derivado_de_excel; variantes=1; ejemplos=kerosen:51
200,LACA,6,23000.0,True,INSUMO,59,PISTOLADA,derivado_de_excel; variantes=1; ejemplos=LACA:59
201,LACA BRILLANTE,6,23000.0,True,INSUMO,27,PISTOLADA,derivado_de_excel; variantes=1; ejemplos=LACA BRILLANTE:27
202,LACA BRILLANTE CON ESCARCHA,6,22500.0,True,INSUMO,2,PISTOLADA,derivado_de_excel; variantes=1; ejemplos=LACA BRILLANTE CON ESCARCHA:2
203,LACA S/M,6,23000.0,True,INSUMO,28,PISTOLADA,derivado_de_excel; variantes=1; ejemplos=LACA S/M:28
204,LACA SEMI MATE,55,24000.0,True,INSUMO,3,* LITRO,derivado_de_excel; variantes=1; ejemplos=LACA SEMI MATE:3
205,LACA SEMIMATE,15,23000.0,True,INSUMO,51,GALON,derivado_de_excel; variantes=2; ejemplos=LACA SEMIMATE:32; laca semimate:19
206,LACA SM,6,23000.0,True,INSUMO,2,PISTOLADA,derivado_de_excel; variantes=1; ejemplos=LACA SM:2
207,LAM MDF 15,36,217.0,True,INSUMO,34,"1 PEDASO DE 1.25 X55=68,75",derivado_de_excel; variantes=1; ejemplos=LAM MDF 15:34
208,"LAM MDF 15""",9,134635.0,True,INSUMO,2,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAM MDF 15"":2"
209,"LAM MDF 2,7",113,68000.0,True,INSUMO,1,"1 PEDAZO DE 2,7X 1,83","derivado_de_excel; variantes=1; ejemplos=LAM MDF 2,7:1"
210,"LAM MDF 2,7""",9,68000.0,True,INSUMO,1,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAM MDF 2,7"":1"
211,LAM MDF 2.5,9,65000.0,True,INSUMO,2,LAMINA,derivado_de_excel; variantes=1; ejemplos=LAM MDF 2.5:2
212,LAM MDF 2.7,9,65000.0,True,INSUMO,9,LAMINA,derivado_de_excel; variantes=1; ejemplos=LAM MDF 2.7:9
213,"LAM MDF 3,2.7",8,65000.0,True,INSUMO,1,Unidad,"derivado_de_excel; variantes=1; ejemplos=LAM MDF 3,2.7:1"
214,LAM MDF 5,35,130000.0,True,INSUMO,22,1 PEDASO DE 1.50X40=60,derivado_de_excel; variantes=1; ejemplos=LAM MDF 5:22
215,"LAM MDF 5,5""",9,130000.0,True,INSUMO,7,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAM MDF 5,5"":7"
216,LAM MDF 7,24,130.0,True,INSUMO,13,"1 PEDASO DE 1,50X40=60",derivado_de_excel; variantes=1; ejemplos=LAM MDF 7:13
217,LAM MDF 9,24,140.0,True,INSUMO,35,"1 PEDASO DE 1,50X40=60",derivado_de_excel; variantes=1; ejemplos=LAM MDF 9:35
218,"LAM MFF 9""",9,140000.0,True,INSUMO,10,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAM MFF 9"":10"
219,LAMINA DE,9,130000.0,True,INSUMO,2,LAMINA,derivado_de_excel; variantes=1; ejemplos=LAMINA DE:2
220,LAMINA DE 12,9,175000.0,True,INSUMO,1,LAMINA,derivado_de_excel; variantes=1; ejemplos=LAMINA DE 12:1
221,LAMINA DE 15,9,220000.0,True,INSUMO,25,LAMINA,derivado_de_excel; variantes=1; ejemplos=LAMINA DE 15:25
222,"LAMINA DE 15""",9,220000.0,True,INSUMO,1,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAMINA DE 15"":1"
223,"LAMINA DE 2,7",9,68000.0,True,INSUMO,1,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAMINA DE 2,7:1"
224,"LAMINA DE 2,7""",9,15229.0,True,INSUMO,1,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAMINA DE 2,7"":1"
225,lamina de 2.5 mdf,9,65000.0,True,INSUMO,5,LAMINA,derivado_de_excel; variantes=1; ejemplos=lamina de 2.5 mdf:5
226,"LAMINA DE 2.5""",9,65000.0,True,INSUMO,1,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAMINA DE 2.5"":1"
227,"LAMINA DE 5,5",8,130000.0,True,INSUMO,1,Unidad,"derivado_de_excel; variantes=1; ejemplos=LAMINA DE 5,5:1"
228,"LAMINA DE 5,5""",9,79557.0,True,INSUMO,2,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAMINA DE 5,5"":2"
229,LAMINA DE 5.5,9,130000.0,True,INSUMO,11,LAMINA,derivado_de_excel; variantes=1; ejemplos=LAMINA DE 5.5:11
230,"LAMINA DE 5.5""",9,140000.0,True,INSUMO,1,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAMINA DE 5.5"":1"
231,LAMINA DE 6,9,218000.0,True,INSUMO,2,LAMINA,derivado_de_excel; variantes=1; ejemplos=LAMINA DE 6:2
232,LAMINA DE 9,8,140000.0,True,INSUMO,25,Unidad,derivado_de_excel; variantes=1; ejemplos=LAMINA DE 9:25
233,lamina de 9 mdf,2,136000.0,True,INSUMO,3,unidades,derivado_de_excel; variantes=1; ejemplos=lamina de 9 mdf:3
234,"LAMINA DE 9""",9,86000.0,True,INSUMO,4,LAMINA,"derivado_de_excel; variantes=1; ejemplos=LAMINA DE 9"":4"
235,lamina de 9mdf,9,140000.0,True,INSUMO,3,LAMINA,derivado_de_excel; variantes=1; ejemplos=lamina de 9mdf:3
236,LAMINA PVC,76,100000.0,True,INSUMO,2,1 PEDAZO 90X120,derivado_de_excel; variantes=1; ejemplos=LAMINA PVC:2
237,LAMPARAS DE LUZ,3,100000.0,True,INSUMO,32,UNIDADES,derivado_de_excel; variantes=1; ejemplos=LAMPARAS DE LUZ:32
238,LATA DE CIERRE,10,2500.0,True,INSUMO,2,PAR,derivado_de_excel; variantes=1; ejemplos=LATA DE CIERRE:2
239,LENCILLO,4,2650.0,True,INSUMO,36,METROS,derivado_de_excel; variantes=1; ejemplos=LENCILLO:36
240,LENCILLOO,4,3000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=LENCILLOO:1
241,LIENCILLO,4,4000.0,True,INSUMO,8,METROS,derivado_de_excel; variantes=1; ejemplos=LIENCILLO:8
242,LIJA,11,2000.0,True,INSUMO,14,unidad,derivado_de_excel; variantes=1; ejemplos=LIJA:14
243,LIJA # 120,3,20000.0,True,INSUMO,1,UNIDADES,derivado_de_excel; variantes=1; ejemplos=LIJA # 120:1
244,LIJA # 220,3,2000.0,True,INSUMO,1,UNIDADES,derivado_de_excel; variantes=1; ejemplos=LIJA # 220:1
245,lija 120,11,2000.0,True,INSUMO,50,unidad,derivado_de_excel; variantes=2; ejemplos=lija 120:36; LIJA 120:14
246,lija 150,11,2000.0,True,INSUMO,24,unidad,derivado_de_excel; variantes=2; ejemplos=lija 150:16; LIJA 150:8
247,lija 1650,11,2000.0,True,INSUMO,1,unidad,derivado_de_excel; variantes=1; ejemplos=lija 1650:1
248,LIJA 2000,5,2000.0,True,INSUMO,10,UNIDAD,derivado_de_excel; variantes=1; ejemplos=LIJA 2000:10
249,lija 220,11,2000.0,True,INSUMO,28,unidad,derivado_de_excel; variantes=1; ejemplos=lija 220:28
250,lija 240,11,2000.0,True,INSUMO,28,unidad,derivado_de_excel; variantes=1; ejemplos=lija 240:28
251,LIJA 400,2,2000.0,True,INSUMO,110,unidades,derivado_de_excel; variantes=1; ejemplos=LIJA 400:110
252,LUS LET,2,9000.0,True,INSUMO,1,unidades,derivado_de_excel; variantes=1; ejemplos=LUS LET:1
253,LUZ LET,5,9000.0,True,INSUMO,2,UNIDAD,derivado_de_excel; variantes=1; ejemplos=LUZ LET:2
254,MADERA,27,140.0,True,INSUMO,45,CMS,derivado_de_excel; variantes=1; ejemplos=MADERA:45
255,MADERA (2),16,140.0,True,INSUMO,60,APAMATE,derivado_de_excel; variantes=1; ejemplos=MADERA (2):60
256,"MADERA 2*12*12 / 1,50*26*9",16,140.0,True,INSUMO,1,APAMATE,"derivado_de_excel; variantes=1; ejemplos=MADERA 2*12*12 / 1,50*26*9:1"
257,MADERA 60X1X4,16,140.0,True,INSUMO,49,APAMATE,derivado_de_excel; variantes=1; ejemplos=MADERA 60X1X4:49
258,MANIJAS,5,10000.0,True,INSUMO,8,UNIDAD,derivado_de_excel; variantes=1; ejemplos=MANIJAS:8
259,MANILLAS,5,10000.0,True,INSUMO,1,UNIDAD,derivado_de_excel; variantes=1; ejemplos=MANILLAS:1
260,MANO DE OBRA 100.000 *5%,,0.0,True,INSUMO,1,,derivado_de_excel; variantes=1; ejemplos=MANO DE OBRA 100.000 *5%:1
261,MANO DE OBRA DE JOTA,3,15750.0,True,INSUMO,1,UNIDADES,derivado_de_excel; variantes=1; ejemplos=MANO DE OBRA DE JOTA:1
262,MANO DE OBRA OLAYA,,0.0,True,INSUMO,1,,derivado_de_excel; variantes=1; ejemplos=MANO DE OBRA OLAYA:1
263,MDF 12,9,175000.0,True,INSUMO,1,LAMINA,derivado_de_excel; variantes=1; ejemplos=MDF 12:1
264,MDF 15,9,207000.0,True,INSUMO,4,LAMINA,derivado_de_excel; variantes=1; ejemplos=MDF 15:4
265,"MDF 2,7",9,68000.0,True,INSUMO,5,LAMINA,"derivado_de_excel; variantes=1; ejemplos=MDF 2,7:5"
266,MDF DE 15,9,330000.0,True,INSUMO,5,LAMINA,derivado_de_excel; variantes=1; ejemplos=MDF DE 15:5
267,"MDF DE 15""",9,220000.0,True,INSUMO,1,LAMINA,"derivado_de_excel; variantes=1; ejemplos=MDF DE 15"":1"
268,"MDF DE 2,5""",9,65000.0,True,INSUMO,1,LAMINA,"derivado_de_excel; variantes=1; ejemplos=MDF DE 2,5"":1"
269,"MDF DE 2,7",32,65000.0,True,INSUMO,42,1 PEDAZO DE 1.00X46=46,"derivado_de_excel; variantes=1; ejemplos=MDF DE 2,7:42"
270,"MDF DE 2,7""",9,68000.0,True,INSUMO,3,LAMINA,"derivado_de_excel; variantes=1; ejemplos=MDF DE 2,7"":3"
271,MDF DE 2.7,9,65000.0,True,INSUMO,5,LAMINA,derivado_de_excel; variantes=1; ejemplos=MDF DE 2.7:5
272,MDF DE 3,37,67.0,True,INSUMO,32,"1 PEDAZO DE 1,20X45=54",derivado_de_excel; variantes=1; ejemplos=MDF DE 3:32
273,MDF DE 6.5,85,65000.0,True,INSUMO,1,MDF,derivado_de_excel; variantes=1; ejemplos=MDF DE 6.5:1
274,MDF DE 9,9,140000.0,True,INSUMO,58,LAMINA,derivado_de_excel; variantes=1; ejemplos=MDF DE 9:58
275,MDF DE 9MM,88,46000.0,True,INSUMO,2,RETAL,derivado_de_excel; variantes=1; ejemplos=MDF DE 9MM:2
276,MELAMINA,8,213000.0,True,INSUMO,1,Unidad,derivado_de_excel; variantes=1; ejemplos=MELAMINA:1
277,MELAMINA DE 15 VIENES,75,246000.0,True,INSUMO,4,1 PEDAZO 50X45=2250,derivado_de_excel; variantes=1; ejemplos=MELAMINA DE 15 VIENES:4
278,MELAMINA MACULA 15,5,336000.0,True,INSUMO,1,UNIDAD,derivado_de_excel; variantes=1; ejemplos=MELAMINA MACULA 15:1
279,MELAMINA MACULA 6,8,213000.0,True,INSUMO,1,Unidad,derivado_de_excel; variantes=1; ejemplos=MELAMINA MACULA 6:1
280,MELAMINA VIENES 15,5,246000.0,True,INSUMO,1,UNIDAD,derivado_de_excel; variantes=1; ejemplos=MELAMINA VIENES 15:1
281,METROS DE TAPA CANTO,123,1385.0,True,INSUMO,2,DE 19,derivado_de_excel; variantes=1; ejemplos=METROS DE TAPA CANTO:2
282,MULTIUSO,10,6000.0,True,INSUMO,12,PAR,derivado_de_excel; variantes=1; ejemplos=MULTIUSO:12
283,MULTIUSOS,3,3000.0,True,INSUMO,35,UNIDADES,derivado_de_excel; variantes=1; ejemplos=MULTIUSOS:35
284,NEGRO MESCLA,,100000.0,True,INSUMO,1,,derivado_de_excel; variantes=1; ejemplos=NEGRO MESCLA:1
285,NITRO,12,70000.0,True,INSUMO,92,galon,derivado_de_excel; variantes=1; ejemplos=NITRO:92
286,NOCHEROS,70,250000.0,True,INSUMO,2,LUIS ALFONSO,derivado_de_excel; variantes=1; ejemplos=NOCHEROS:2
287,o,23,1000.0,True,INSUMO,1,MTS,derivado_de_excel; variantes=1; ejemplos=o:1
288,PARES DE GANCHOS,130,3000.0,True,INSUMO,1,MULTIUSOS,derivado_de_excel; variantes=1; ejemplos=PARES DE GANCHOS:1
289,PARES DE GANCHOS MULTIUSO,8,3000.0,True,INSUMO,2,Unidad,derivado_de_excel; variantes=1; ejemplos=PARES DE GANCHOS MULTIUSO:2
290,PASADA DE LAMINA,9,30000.0,True,INSUMO,4,LAMINA,derivado_de_excel; variantes=1; ejemplos=PASADA DE LAMINA:4
291,PATAS,87,5000.0,True,INSUMO,3,PATAS,derivado_de_excel; variantes=1; ejemplos=PATAS:3
292,PATAS CILINDRO,5,16000.0,True,INSUMO,1,UNIDAD,derivado_de_excel; variantes=1; ejemplos=PATAS CILINDRO:1
293,PATAS DE CAMAS,2,14250.0,True,INSUMO,12,unidades,derivado_de_excel; variantes=1; ejemplos=PATAS DE CAMAS:12
294,PATAS DE CAMAS Y NOCHEROS,2,9000.0,True,INSUMO,2,unidades,derivado_de_excel; variantes=1; ejemplos=PATAS DE CAMAS Y NOCHEROS:2
295,PATAS DE NOCHEROS,3,8000.0,True,INSUMO,2,UNIDADES,derivado_de_excel; variantes=1; ejemplos=PATAS DE NOCHEROS:2
296,PATAS DE TENDIDOS,14,2100.0,True,INSUMO,4,TIRA,derivado_de_excel; variantes=1; ejemplos=PATAS DE TENDIDOS:4
297,PATAS GX,5,8300.0,True,INSUMO,1,UNIDAD,derivado_de_excel; variantes=1; ejemplos=PATAS GX:1
298,PATAS L PLATEADAS,3,8000.0,True,INSUMO,13,UNIDADES,derivado_de_excel; variantes=1; ejemplos=PATAS L PLATEADAS:13
299,PATAS METALICAS,3,6000.0,True,INSUMO,2,UNIDADES,derivado_de_excel; variantes=1; ejemplos=PATAS METALICAS:2
300,PATAS NEGRAS,3,16000.0,True,INSUMO,1,UNIDADES,derivado_de_excel; variantes=1; ejemplos=PATAS NEGRAS:1
301,PEGANTE DE PISTOLA,6,43000.0,True,INSUMO,12,PISTOLADA,derivado_de_excel; variantes=1; ejemplos=PEGANTE DE PISTOLA:12
302,PEGANTE EPRAY,34,19000.0,True,INSUMO,1,ROLLO,derivado_de_excel; variantes=1; ejemplos=PEGANTE EPRAY:1
303,PEGANTE SPRAY,1,19000.0,True,INSUMO,1,LITRO,derivado_de_excel; variantes=1; ejemplos=PEGANTE SPRAY:1
304,PEOPE,4,3500.0,True,INSUMO,34,METROS,derivado_de_excel; variantes=1; ejemplos=PEOPE:34
305,PEOPE METROS,,3500.0,True,INSUMO,4,,derivado_de_excel; variantes=1; ejemplos=PEOPE METROS:4
306,PEOPLE,4,4000.0,True,INSUMO,8,METROS,derivado_de_excel; variantes=1; ejemplos=PEOPLE:8
307,PICADILLO,62,15000.0,True,INSUMO,5,KILO,derivado_de_excel; variantes=1; ejemplos=PICADILLO:5
308,PINTURA,7,36750.0,True,SERVICIO,14,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PINTURA:14
309,PINTURA ( ALEX),51,2800.0,True,SERVICIO,3,* 5%,derivado_de_excel; variantes=1; ejemplos=PINTURA ( ALEX):3
310,PINTURA ALEX,7,36750.0,True,SERVICIO,104,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PINTURA ALEX:104
311,PINTURA BURRO,7,12600.0,True,SERVICIO,7,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PINTURA BURRO:7
312,PINTURA CABECERO,7,21000.0,True,SERVICIO,1,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PINTURA CABECERO:1
313,PINTURA CAMA,7,26250.0,True,SERVICIO,8,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PINTURA CAMA:8
314,PINTURA DE PATAS ALEX,56,2100.0,True,SERVICIO,43,16.0,derivado_de_excel; variantes=1; ejemplos=PINTURA DE PATAS ALEX:43
315,PINTURA DE TENDIDO,3,1050.0,True,SERVICIO,1,UNIDADES,derivado_de_excel; variantes=1; ejemplos=PINTURA DE TENDIDO:1
316,PINTURA DE TENDIDOS,7,6300.0,True,SERVICIO,2,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PINTURA DE TENDIDOS:2
317,PINTURA PATAS,7,2100.0,True,SERVICIO,1,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PINTURA PATAS:1
318,PINTURA TENDIDOS,7,6300.0,True,SERVICIO,3,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PINTURA TENDIDOS:3
319,PINTUTRA DE CAMA,,0.0,True,INSUMO,1,,derivado_de_excel; variantes=1; ejemplos=PINTUTRA DE CAMA:1
320,PL SUPER,1,17000.0,True,INSUMO,2,LITRO,derivado_de_excel; variantes=1; ejemplos=PL SUPER:2
321,pop,97,3000.0,True,INSUMO,3,metros,derivado_de_excel; variantes=2; ejemplos=pop:2; POP:1
322,postura,52,10500.0,True,INSUMO,11,PEOPLE,derivado_de_excel; variantes=1; ejemplos=postura:11
323,POSTURA DE ESPEJO,2,2000.0,True,INSUMO,1,unidades,derivado_de_excel; variantes=1; ejemplos=POSTURA DE ESPEJO:1
324,POSTURA DE LA LUZ 1,2,30000.0,True,INSUMO,2,unidades,derivado_de_excel; variantes=1; ejemplos=POSTURA DE LA LUZ 1:2
325,POSTURA DE LUZ,2,27000.0,True,INSUMO,1,unidades,derivado_de_excel; variantes=1; ejemplos=POSTURA DE LUZ:1
326,PREPARADA(JOTA) PINTURA,51,4000.0,True,SERVICIO,3,* 5%,derivado_de_excel; variantes=1; ejemplos=PREPARADA(JOTA) PINTURA:3
327,PREPARADO,7,36750.0,True,SERVICIO,13,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PREPARADO:13
328,PREPARADO BURRO,7,9450.0,True,SERVICIO,7,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PREPARADO BURRO:7
329,PREPARADO CABECERO,7,31500.0,True,SERVICIO,1,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PREPARADO CABECERO:1
330,PREPARADO CAMA,7,34125.0,True,SERVICIO,8,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PREPARADO CAMA:8
331,PREPARADO JOTA,7,36750.0,True,SERVICIO,104,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PREPARADO JOTA:104
332,PREPARADO PATAS,7,1050.0,True,SERVICIO,1,CON EL 5%,derivado_de_excel; variantes=1; ejemplos=PREPARADO PATAS:1
333,PREPARRACION,5,31500.0,True,INSUMO,1,UNIDAD,derivado_de_excel; variantes=1; ejemplos=PREPARRACION:1
334,PU,3,30000.0,True,INSUMO,2,UNIDADES,derivado_de_excel; variantes=1; ejemplos=PU:2
335,PUNTOS DE HISTALACION,126,23625.0,True,INSUMO,2,JOTA LAMPARAS,derivado_de_excel; variantes=1; ejemplos=PUNTOS DE HISTALACION:2
336,PVC,93,50000.0,True,INSUMO,2,"TIRASDE 51X1,21",derivado_de_excel; variantes=1; ejemplos=PVC:2
337,REGLETA,2,10000.0,True,INSUMO,2,unidades,derivado_de_excel; variantes=1; ejemplos=REGLETA:2
338,REGLETA ANCHA,5,20000.0,True,INSUMO,19,UNIDAD,derivado_de_excel; variantes=1; ejemplos=REGLETA ANCHA:19
339,REGLETA DELGADA,5,20000.0,True,INSUMO,22,UNIDAD,derivado_de_excel; variantes=1; ejemplos=REGLETA DELGADA:22
340,RELLENO,47,14000.0,True,INSUMO,4,KG,derivado_de_excel; variantes=1; ejemplos=RELLENO:4
341,RESANE,1,20000.0,True,INSUMO,125,LITRO,derivado_de_excel; variantes=1; ejemplos=RESANE:125
342,RIATA,4,3000.0,True,INSUMO,8,METROS,derivado_de_excel; variantes=1; ejemplos=RIATA:8
343,ROLLO DE LUZ LED,34,45000.0,True,INSUMO,1,ROLLO,derivado_de_excel; variantes=1; ejemplos=ROLLO DE LUZ LED:1
344,SAMBLASTE,122,26800.0,True,INSUMO,1,DANIEL,derivado_de_excel; variantes=1; ejemplos=SAMBLASTE:1
345,SAMBLASTIADA DEL ESPEJO,2,250000.0,True,INSUMO,3,unidades,derivado_de_excel; variantes=1; ejemplos=SAMBLASTIADA DEL ESPEJO:3
346,SECCION COLA DE PATO,,0.0,True,INSUMO,1,,derivado_de_excel; variantes=1; ejemplos=SECCION COLA DE PATO:1
347,SECCION EBANISTERIA,,0.0,True,SERVICIO,1,,derivado_de_excel; variantes=1; ejemplos=SECCION EBANISTERIA:1
348,SECCION PINTURA,,0.0,True,SERVICIO,18,,derivado_de_excel; variantes=1; ejemplos=SECCION PINTURA:18
349,SECCION PINTURA Y PREPARADA,,0.0,True,SERVICIO,107,,derivado_de_excel; variantes=1; ejemplos=SECCION PINTURA Y PREPARADA:107
350,SECCION TAPICERIA,28,840000.0,True,SERVICIO,31,MANO DE OBRA=,derivado_de_excel; variantes=1; ejemplos=SECCION TAPICERIA:31
351,SECCION TAPICERIA CARLOS,28,0.0,True,SERVICIO,4,MANO DE OBRA=,derivado_de_excel; variantes=1; ejemplos=SECCION TAPICERIA CARLOS:4
352,SECCION TENDIDO,,0.0,True,INSUMO,47,,derivado_de_excel; variantes=1; ejemplos=SECCION TENDIDO:47
353,SECCION TENDIDO DE PATAS,,0.0,True,INSUMO,1,,derivado_de_excel; variantes=1; ejemplos=SECCION TENDIDO DE PATAS:1
354,SECCION TENDIDO DE REJAS,,0.0,True,INSUMO,4,,derivado_de_excel; variantes=1; ejemplos=SECCION TENDIDO DE REJAS:4
355,SECCION TENDIDO PATAS,,0.0,True,INSUMO,1,,derivado_de_excel; variantes=1; ejemplos=SECCION TENDIDO PATAS:1
356,SELLADOR,13,18000.0,True,INSUMO,129,PISTOLADAS,derivado_de_excel; variantes=1; ejemplos=SELLADOR:129
357,SERVICIO,8,80000.0,True,INSUMO,1,Unidad,derivado_de_excel; variantes=1; ejemplos=SERVICIO:1
358,SISTEMA ELECTRICO,64,73500.0,True,INSUMO,1,MANO DE OBRA,derivado_de_excel; variantes=1; ejemplos=SISTEMA ELECTRICO:1
359,SUPER,1,19000.0,True,INSUMO,88,LITRO,derivado_de_excel; variantes=1; ejemplos=SUPER:88
360,SUPER NORMAL,1,17000.0,True,INSUMO,1,LITRO,derivado_de_excel; variantes=1; ejemplos=SUPER NORMAL:1
361,SUPER PARA PISTOLADA,6,19000.0,True,INSUMO,1,PISTOLADA,derivado_de_excel; variantes=1; ejemplos=SUPER PARA PISTOLADA:1
362,SUPER SPRAY,1,19000.0,True,INSUMO,4,LITRO,derivado_de_excel; variantes=1; ejemplos=SUPER SPRAY:4
363,TABLA,65,31500.0,True,INSUMO,21,"2,50*20*2,5",derivado_de_excel; variantes=1; ejemplos=TABLA:21
364,"TABLA DE 30X30X2,5",,50000.0,True,INSUMO,1,,"derivado_de_excel; variantes=1; ejemplos=TABLA DE 30X30X2,5:1"
365,TABLA DE PINO,69,50000.0,True,INSUMO,3,3*31*25,derivado_de_excel; variantes=1; ejemplos=TABLA DE PINO:3
366,TABLAS,2,21000.0,True,INSUMO,3,unidades,derivado_de_excel; variantes=1; ejemplos=TABLAS:3
367,"tablas de 1,00 de 10*2",135,8000.0,True,INSUMO,1,tablas,"derivado_de_excel; variantes=1; ejemplos=tablas de 1,00 de 10*2:1"
368,TALCO,11,2500.0,True,INSUMO,50,unidad,derivado_de_excel; variantes=1; ejemplos=TALCO:50
369,TEL PRANNA NEGRA,4,35000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TEL PRANNA NEGRA:1
370,TELA,4,34000.0,True,INSUMO,24,METROS,derivado_de_excel; variantes=1; ejemplos=TELA:24
371,TELA ASIA GTI CREMA,4,17550.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA ASIA GTI CREMA:1
372,TELA AZULA GRAFO DIVERSA/(BRUN,4,24600.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA AZULA GRAFO DIVERSA/(BRUN:1
373,TELA BAKU TRIGO,4,32500.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA BAKU TRIGO:1
374,TELA BRUNA,4,32000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA BRUNA:1
375,TELA BRUNA BEIGE,4,30000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA BRUNA BEIGE:1
376,TELA CABA PLATA,4,18000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA CABA PLATA:1
377,TELA CENTURY OATMEAL,4,35000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA CENTURY OATMEAL:1
378,TELA CHICAGO,4,20000.0,True,INSUMO,2,METROS,derivado_de_excel; variantes=1; ejemplos=TELA CHICAGO:2
379,TELA DILAN 10 GRIS,4,25000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA DILAN 10 GRIS:1
380,TELA DIVERSA,4,14500.0,True,INSUMO,2,METROS,derivado_de_excel; variantes=1; ejemplos=TELA DIVERSA:2
381,TELA DIVERSA BEIS,4,35000.0,True,INSUMO,8,METROS,derivado_de_excel; variantes=1; ejemplos=TELA DIVERSA BEIS:8
382,TELA DYLAN SAND,4,25650.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA DYLAN SAND:1
383,TELA ESTALIN BLANCA,4,31000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA ESTALIN BLANCA:1
384,TELA ESTALIN NEGRA,4,28900.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA ESTALIN NEGRA:1
385,TELA ESTARLIN,4,31000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA ESTARLIN:1
386,TELA FERRO FORTE GRIS,4,25000.0,True,INSUMO,2,METROS,derivado_de_excel; variantes=1; ejemplos=TELA FERRO FORTE GRIS:2
387,TELA FERRO FORTE STONE,4,25000.0,True,INSUMO,2,METROS,derivado_de_excel; variantes=1; ejemplos=TELA FERRO FORTE STONE:2
