nombre_producto,nombre_material,cantidad_base,tipo_escala,distancia_pauta_cm,tornillos_por_pieza,condicion_activacion,rangos,formula_personalizada,observaciones
CAMA MODELO TABAY DE 2X2 18/08/2025,INDUPLAX,0.0,AREA,,,,,,unidad_raw=Unidad | precio_unitario_raw=160000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,LAMINA DE 15,1.0,FORMULA,,,,,,unidad_raw=Unidad | precio_unitario_raw=210000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,SUPER,1.0,FORMULA,,,,,,unidad_raw=LITROS | precio_unitario_raw=19000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,COLBON,1.0,VOLUMEN,,,,,,unidad_raw=LITROS | precio_unitario_raw=14000.0 | total_raw=14000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,GRAPAS,15.0,ESPACIADO,,,,,,unidad_raw=Unidad | precio_unitario_raw=600.0 | total_raw=9000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,CORREDERAS,1.0,FIJO,,,,,,unidad_raw=UNITARIO | precio_unitario_raw=30000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,CLAVILLOS,15.0,ESPACIADO,,,,,,unidad_raw=TIRA | precio_unitario_raw=1000.0 | total_raw=15000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,GANCHOS,1.0,FIJO,,,,,,unidad_raw=PAR | precio_unitario_raw=20000.0 | total_raw=20000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,MDF DE 9,1.0,FORMULA,,,,,,precio_unitario_raw=136000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,"TORNILLOS DE 2""",197.0,ESPACIADO,,,,,,unidad_raw=Unidad | precio_unitario_raw=100.0 | total_raw=19700.0
CAMA MODELO TABAY DE 2X2 18/08/2025,ebanisteria 300.000 x 5% de m.o,1.0,FORMULA,,,,,,total_raw=315000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,gastos de Ebanisteria e 10%,1.0,FORMULA,,,,,,total_raw=73814.0
CAMA MODELO TABAY DE 2X2 18/08/2025,MADERA (2),468.0,FORMULA,,,,,,"unidad_raw=2,10X22X18= 832 2,10X20X15=630 | precio_unitario_raw=140.0 | total_raw=65520.0"
CAMA MODELO TABAY DE 2X2 18/08/2025,MDF DE 3,200.0,AREA,,,,,,"unidad_raw=1 PEDAZO DE 1,20X45=54 | precio_unitario_raw=65.0 | total_raw=13000.0"
CAMA MODELO TABAY DE 2X2 18/08/2025,LAM MDF 15,250.0,AREA,,,,,,"unidad_raw=1 PEDASO DE 1.25 X55=68,75 | precio_unitario_raw=210.0 | total_raw=52500.0"
CAMA MODELO TABAY DE 2X2 18/08/2025,LAM MDF 7,175.0,AREA,,,,,,"unidad_raw=1 PEDASO DE 1,50X40=60 | precio_unitario_raw=130.0 | total_raw=21875.0"
CAMA MODELO TABAY DE 2X2 18/08/2025,COLBON,2.0,VOLUMEN,,,,,,unidad_raw=litros | precio_unitario_raw=14000.0 | total_raw=28000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,GRAPAS,10.0,ESPACIADO,,,,,,unidad_raw=Unidad | precio_unitario_raw=600.0 | total_raw=6000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,CLAVILLOS N F 40,6.0,ESPACIADO,,,,,,unidad_raw=TIRA | precio_unitario_raw=1000.0 | total_raw=6000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,HECHURA,2.0,FORMULA,,,,,,unidad_raw=PAR | precio_unitario_raw=105000.0 | total_raw=210000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,"TORNILLOS DE 2""",30.0,ESPACIADO,,,,,,unidad_raw=Unidad | precio_unitario_raw=100.0 | total_raw=3000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,CORREDERAS,4.0,FORMULA,,,,,,unidad_raw=DE CIERRELENTO | precio_unitario_raw=30000.0 | total_raw=120000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,gastos de Ebanisteria e 5%,1.0,FORMULA,,,,,,total_raw=26294.75
CAMA MODELO TABAY DE 2X2 18/08/2025,SECCION PINTURA Y PREPARADA,1.0,FORMULA,,,,,DE 2 NOCHEROS,seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS
CAMA MODELO TABAY DE 2X2 18/08/2025,PREPARADO JOTA,2.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=36750.0 | total_raw=73500.0
CAMA MODELO TABAY DE 2X2 18/08/2025,PINTURA ALEX,2.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=36750.0 | total_raw=73500.0
CAMA MODELO TABAY DE 2X2 18/08/2025,SELLADOR,3.0,VOLUMEN,,,,,,unidad_raw=PISTOLADAS | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=18000.0 | total_raw=54000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,LIJA 400,2.0,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=2000.0 | total_raw=4000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,NITRO,0.1,VOLUMEN,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=70000.0 | total_raw=7000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,VIDRIOS,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=45000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,TALCO,0.3,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=2500.0 | total_raw=750.0
CAMA MODELO TABAY DE 2X2 18/08/2025,TINER,0.2,VOLUMEN,,,,,,unidad_raw=GALON | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=34000.0 | total_raw=6800.0
CAMA MODELO TABAY DE 2X2 18/08/2025,TOPES,1.0,FORMULA,,,,,,unidad_raw=JALADORES | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=3000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,COLOR GRIS,2.5,VOLUMEN,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=22000.0 | total_raw=55000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,ENCINA,0.1,VOLUMEN,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=160000.0 | total_raw=16000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,GASOLINA,0.2,LINEAL,,,,,,unidad_raw=ML | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=4500.0 | total_raw=900.0
CAMA MODELO TABAY DE 2X2 18/08/2025,RESANE,0.2,VOLUMEN,,,,,,unidad_raw=LITRO | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=20000.0 | total_raw=4000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,LACA,2.0,VOLUMEN,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=23000.0 | total_raw=46000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,Gastos de Pintura 10%,1.0,FORMULA,,,,,,seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | total_raw=34145.0
CAMA MODELO TABAY DE 2X2 18/08/2025,SECCION PINTURA Y PREPARADA,1.0,FORMULA,,,,,DE CAMA,seccion=SECCION PINTURA Y PREPARADA DE CAMA
CAMA MODELO TABAY DE 2X2 18/08/2025,PREPARADO JOTA,1.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=30000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,PINTURA ALEX,1.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=20000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,PINTURA DE PATAS ALEX,4.0,FORMULA,,,,,,seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=2100.0 | total_raw=8400.0
CAMA MODELO TABAY DE 2X2 18/08/2025,SELLADOR,1.0,FORMULA,,,,,,unidad_raw=PISTOLADAS | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=18000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,LIJA 400,1.0,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=2000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,NITRO,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE CAMA | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,lija 240,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=2000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,lija 150,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=2000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,LACA SEMIMATE,1.0,FORMULA,,,,,,unidad_raw=GALON | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=23000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,kerosen,1.0,FORMULA,,,,,,unidad_raw=litro | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=18000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,COLOR GRIS,1.0,FORMULA,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=19000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,TINTE MIEL,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE CAMA | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,GASOLINA,1.0,FORMULA,,,,,,unidad_raw=LITRO | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=4.5 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,RESANE,1.0,FORMULA,,,,,,unidad_raw=LITRO | seccion=SECCION PINTURA Y PREPARADA DE CAMA | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,LACA,1.0,FORMULA,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=22000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,COLAPATO MADERA,210.0,LINEAL,,,,,,unidad_raw=187 CENTIMETROS | seccion=SECCION TERMINACION | precio_unitario_raw=140.0 | total_raw=29400.0
CAMA MODELO TABAY DE 2X2 18/08/2025,MULTIUSO,1.0,FIJO,,,,,,unidad_raw=PAR | seccion=SECCION TERMINACION | precio_unitario_raw=6000.0 | total_raw=6000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,PATAS DE CAMAS,4.0,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION TERMINACION | precio_unitario_raw=17500.0 | total_raw=70000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,TORNILLOS,16.0,ESPACIADO,,,,,,unidad_raw=unidades | seccion=SECCION TERMINACION | precio_unitario_raw=100.0 | total_raw=1600.0
CAMA MODELO TABAY DE 2X2 18/08/2025,EMBALADA,1.0,FIJO,,,,,,unidad_raw=unidades | seccion=SECCION TERMINACION | precio_unitario_raw=150000.0 | total_raw=150000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,SECCION TENDIDO,1.0,FORMULA,,,,,,seccion=SECCION TERMINACION | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,MADERA 60X1X4,1277.0,FORMULA,,,,,,unidad_raw=2X25X15 | seccion=SECCION TERMINACION | precio_unitario_raw=140.0 | total_raw=178780.0
CAMA MODELO TABAY DE 2X2 18/08/2025,FABRICACION TENDIDO,1.0,FIJO,,,,,,unidad_raw=DE 2X2 | seccion=SECCION TERMINACION | precio_unitario_raw=42000.0 | total_raw=42000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,MDF DE 9,1.0,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION TERMINACION | precio_unitario_raw=140000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,COLBON,0.5,VOLUMEN,,,,,,unidad_raw=LITRO | seccion=SECCION TERMINACION | precio_unitario_raw=14000.0 | total_raw=7000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,"TORNILLOS DE 2""",50.0,ESPACIADO,,,,,,unidad_raw=unidades | seccion=SECCION TERMINACION | precio_unitario_raw=100.0 | total_raw=5000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,CLAVILLO,2.0,ESPACIADO,,,,,,unidad_raw=TIRAS | seccion=SECCION TERMINACION | precio_unitario_raw=600.0 | total_raw=1200.0
CAMA MODELO TABAY DE 2X2 18/08/2025,PEOPE,2.0,LINEAL,,,,,,unidad_raw=METROS | seccion=SECCION TERMINACION | precio_unitario_raw=3500.0 | total_raw=7000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,TELA,10.0,AREA,,,,,,unidad_raw=METROS | seccion=SECCION TAPICERIA | precio_unitario_raw=34000.0 | total_raw=340000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,BARILLA TRIPA POLLO,1.0,FORMULA,,,,,,seccion=SECCION TAPICERIA | precio_unitario_raw=15000.0 | total_raw=0.0
CAMA MODELO TABAY DE 2X2 18/08/2025,COLARATA,4.8,LINEAL,,,,,,unidad_raw=METROS | seccion=SECCION TAPICERIA | precio_unitario_raw=1000.0 | total_raw=4800.0
CAMA MODELO TABAY DE 2X2 18/08/2025,GRAPAS,0.5,ESPACIADO,,,,,,unidad_raw=CAJA DE GRAPAS | seccion=SECCION TAPICERIA | precio_unitario_raw=12000.0 | total_raw=6000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,"ESPUMA AZUL DE 1,5 PULGADAS",1.0,AREA,,,,,,unidad_raw=LAMINA | seccion=SECCION TAPICERIA | precio_unitario_raw=17000.0 | total_raw=17000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,"TORNILLOS DE 1 1/2""",30.0,ESPACIADO,,,,,,unidad_raw=UNIDADES | seccion=SECCION TAPICERIA | precio_unitario_raw=100.0 | total_raw=3000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,ESPUMA DE 1 1/2PULGADA ROSADA,1.5,AREA,,,,,,unidad_raw=UNIDADES | seccion=SECCION TAPICERIA | precio_unitario_raw=30000.0 | total_raw=45000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,ESPUMA BLANCA DE 1/2,1.0,AREA,,,,,,unidad_raw=UNIDAD | seccion=SECCION TAPICERIA | precio_unitario_raw=12500.0 | total_raw=12500.0
CAMA MODELO TABAY DE 2X2 18/08/2025,CARTON,1.0,LINEAL,,,,,,unidad_raw=MTS | seccion=SECCION TAPICERIA | precio_unitario_raw=5000.0 | total_raw=5000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,COSTAL,4.0,AREA,,,,,,unidad_raw=METROS | seccion=SECCION TAPICERIA | precio_unitario_raw=4000.0 | total_raw=16000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,LENCILLO,2.5,LINEAL,,,,,,unidad_raw=METROS | seccion=SECCION TAPICERIA | precio_unitario_raw=4000.0 | total_raw=10000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,HILO,0.5,FORMULA,,,,,,seccion=SECCION TAPICERIA | precio_unitario_raw=25000.0 | total_raw=12500.0
CAMA MODELO TABAY DE 2X2 18/08/2025,PICADILLO,1.5,FORMULA,,,,,,unidad_raw=KILO | seccion=SECCION TAPICERIA | precio_unitario_raw=15000.0 | total_raw=22500.0
CAMA MODELO TABAY DE 2X2 18/08/2025,SUPER,0.2,VOLUMEN,,,,,,unidad_raw=LITRO | seccion=SECCION TAPICERIA | precio_unitario_raw=15000.0 | total_raw=3000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,ALGODON,2.0,LINEAL,,,,,,unidad_raw=CM | seccion=SECCION TAPICERIA | precio_unitario_raw=15000.0 | total_raw=30000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,HECHURA,1.0,FIJO,,,,,,seccion=SECCION TAPICERIA | precio_unitario_raw=210000.0 | total_raw=210000.0
CAMA MODELO TABAY DE 2X2 18/08/2025,CASQUETES,36.0,FORMULA,,,,,,unidad_raw=UNIDADES | seccion=SECCION TAPICERIA | precio_unitario_raw=600.0 | total_raw=21600.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,MADERA (2),1651.0,FORMULA,,,,,,unidad_raw=APAMATE | precio_unitario_raw=140.0 | total_raw=231140.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,"MDF DE 2,7",0.66,AREA,,,,,,unidad_raw=3 PEASOS DE 49X49 | precio_unitario_raw=65000.0 | total_raw=42900.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,INDUPLAX,0.0,AREA,,,,,,unidad_raw=Unidad | precio_unitario_raw=160000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,LAMINA DE 15,0.34,AREA,,,,,,unidad_raw=Unidad | precio_unitario_raw=210000.0 | total_raw=71400.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,SUPER,1.0,FORMULA,,,,,,unidad_raw=LITROS | precio_unitario_raw=19000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,COLBON,1.0,VOLUMEN,,,,,,unidad_raw=LITROS | precio_unitario_raw=14000.0 | total_raw=14000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,GRAPAS,15.0,ESPACIADO,,,,,,unidad_raw=Unidad | precio_unitario_raw=600.0 | total_raw=9000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,CORREDERAS,1.0,FIJO,,,,,,unidad_raw=UNITARIO | precio_unitario_raw=30000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,CLAVILLOS,15.0,ESPACIADO,,,,,,unidad_raw=TIRA | precio_unitario_raw=1000.0 | total_raw=15000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,GANCHOS,1.0,FIJO,,,,,,unidad_raw=PAR | precio_unitario_raw=20000.0 | total_raw=20000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,MDF DE 9,1.0,FORMULA,,,,,,precio_unitario_raw=136000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,"TORNILLOS DE 2""",197.0,ESPACIADO,,,,,,unidad_raw=Unidad | precio_unitario_raw=100.0 | total_raw=19700.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,ebanisteria 300.000 x 5% de m.o,1.0,FORMULA,,,,,,total_raw=315000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,gastos de Ebanisteria e 10%,1.0,FORMULA,,,,,,total_raw=73814.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,MADERA (2),468.0,FORMULA,,,,,,"unidad_raw=2,10X22X18= 832 2,10X20X15=630 | precio_unitario_raw=140.0 | total_raw=65520.0"
CAMA MODELO GRECIA DE 2X2 18/08/2025,MDF DE 3,200.0,AREA,,,,,,"unidad_raw=1 PEDAZO DE 1,20X45=54 | precio_unitario_raw=65.0 | total_raw=13000.0"
CAMA MODELO GRECIA DE 2X2 18/08/2025,LAM MDF 15,250.0,AREA,,,,,,"unidad_raw=1 PEDASO DE 1.25 X55=68,75 | precio_unitario_raw=210.0 | total_raw=52500.0"
CAMA MODELO GRECIA DE 2X2 18/08/2025,LAM MDF 7,175.0,AREA,,,,,,"unidad_raw=1 PEDASO DE 1,50X40=60 | precio_unitario_raw=130.0 | total_raw=21875.0"
CAMA MODELO GRECIA DE 2X2 18/08/2025,COLBON,2.0,VOLUMEN,,,,,,unidad_raw=litros | precio_unitario_raw=14000.0 | total_raw=28000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,GRAPAS,10.0,ESPACIADO,,,,,,unidad_raw=Unidad | precio_unitario_raw=600.0 | total_raw=6000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,CLAVILLOS N F 40,6.0,ESPACIADO,,,,,,unidad_raw=TIRA | precio_unitario_raw=1000.0 | total_raw=6000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,HECHURA,2.0,FORMULA,,,,,,unidad_raw=PAR | precio_unitario_raw=105000.0 | total_raw=210000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,"TORNILLOS DE 2""",30.0,ESPACIADO,,,,,,unidad_raw=Unidad | precio_unitario_raw=100.0 | total_raw=3000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,CORREDERAS,4.0,FORMULA,,,,,,unidad_raw=DE CIERRELENTO | precio_unitario_raw=30000.0 | total_raw=120000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,gastos de Ebanisteria e 5%,1.0,FORMULA,,,,,,total_raw=26294.75
CAMA MODELO GRECIA DE 2X2 18/08/2025,SECCION PINTURA Y PREPARADA,1.0,FORMULA,,,,,DE 2 NOCHEROS,seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS
CAMA MODELO GRECIA DE 2X2 18/08/2025,PREPARADO JOTA,2.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=36750.0 | total_raw=73500.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,PINTURA ALEX,2.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=36750.0 | total_raw=73500.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,SELLADOR,3.0,VOLUMEN,,,,,,unidad_raw=PISTOLADAS | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=18000.0 | total_raw=54000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,LIJA 400,2.0,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=2000.0 | total_raw=4000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,NITRO,0.1,VOLUMEN,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=70000.0 | total_raw=7000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,VIDRIOS,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=45000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,TALCO,0.3,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=2500.0 | total_raw=750.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,TINER,0.2,VOLUMEN,,,,,,unidad_raw=GALON | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=34000.0 | total_raw=6800.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,TOPES,1.0,FORMULA,,,,,,unidad_raw=JALADORES | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=3000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,COLOR GRIS,2.5,VOLUMEN,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=22000.0 | total_raw=55000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,ENCINA,0.1,VOLUMEN,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=160000.0 | total_raw=16000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,GASOLINA,0.2,LINEAL,,,,,,unidad_raw=ML | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=4500.0 | total_raw=900.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,RESANE,0.2,VOLUMEN,,,,,,unidad_raw=LITRO | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=20000.0 | total_raw=4000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,LACA,2.0,VOLUMEN,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=23000.0 | total_raw=46000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,Gastos de Pintura 10%,1.0,FORMULA,,,,,,seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | total_raw=34145.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,SECCION PINTURA Y PREPARADA,1.0,FORMULA,,,,,DE CAMA,seccion=SECCION PINTURA Y PREPARADA DE CAMA
CAMA MODELO GRECIA DE 2X2 18/08/2025,PREPARADO JOTA,1.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=30000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,PINTURA ALEX,1.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=20000.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,PINTURA DE PATAS ALEX,4.0,FORMULA,,,,,,seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=2100.0 | total_raw=8400.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,SELLADOR,1.0,FORMULA,,,,,,unidad_raw=PISTOLADAS | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=18000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,LIJA 400,1.0,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=2000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,NITRO,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE CAMA | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,lija 240,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=2000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,lija 150,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=2000.0 | total_raw=0.0
CAMA MODELO GRECIA DE 2X2 18/08/2025,LACA SEMIMATE,1.0,FORMULA,,,,,,unidad_raw=GALON | seccion=SECCION PINTURA Y PREPARADA DE CAMA | precio_unitario_raw=23000.0 | total_raw=0.0
